08:48:20.791 -> Enter current location (##): 7
08:48:22.366 -> Enter current direction: WEST
08:48:23.875 -> Enter a destination: 2
08:48:26.442 -> 1 North -> NA
08:48:26.442 -> 2 South -> NA
08:48:26.442 -> 1 North -> NA
08:48:26.442 -> Before Copy: 7 West -> 0 Other -> NA
08:48:26.442 -> Copy: 0 North -> 1 North -> NA
08:48:26.442 -> Result: 7 West -> 0 North -> 1 North -> NA
08:48:26.442 -> 2 South -> NA
08:48:26.442 -> Before Copy: 7 West -> 0 Other -> NA
08:48:26.442 -> Copy: 0 South -> 2 South -> NA
08:48:26.442 -> Result: 7 West -> 0 South -> 2 South -> NA
08:48:26.442 -> MOVING West Turning West
08:48:26.442 -> Setting turn
08:48:26.442 -> Setting speed
08:48:26.442 -> Set Speeed
08:51:52.416 -> Front: 2553   |   RIGHT OFFSET: -5
08:51:52.682 -> Front: 2504   |   RIGHT OFFSET: -4
08:51:52.966 -> Front: 2561   |   RIGHT OFFSET: -5
08:51:53.285 -> Front: 2644   |   RIGHT OFFSET: -6
08:51:53.555 -> Front: 2791   |   RIGHT OFFSET: -8
08:51:53.817 -> Front: 2893   |   RIGHT OFFSET: -10
08:51:54.116 -> Front: 3048   |   RIGHT OFFSET: -12
08:51:54.377 -> Front: 3129   |   RIGHT OFFSET: -16
08:51:54.654 -> Front: 3093   |   RIGHT OFFSET: -30
08:51:54.958 -> Front: 3123   |   RIGHT OFFSET: -30
08:51:55.237 -> Front: 2913   |   RIGHT OFFSET: -30
08:51:55.531 -> Front: 2698   |   RIGHT OFFSET: -10
08:51:55.779 -> Front: 2376   |   RIGHT OFFSET: -7
08:51:56.073 -> Front: 2134   |   RIGHT OFFSET: -5
08:51:56.343 -> Front: 2057   |   RIGHT OFFSET: -3
08:51:56.640 -> Front: 1989   |   RIGHT OFFSET: -1
08:51:56.938 -> Front: 1911   |   RIGHT OFFSET: 1
08:51:57.186 -> Front: 2006   |   RIGHT OFFSET: 1
08:51:57.480 -> Front: 2011   |   RIGHT OFFSET: 1
08:51:57.753 -> Front: 2001   |   RIGHT OFFSET: 3
08:51:58.055 -> Front: 1983   |   RIGHT OFFSET: 5
08:51:58.304 -> Front: 1994   |   RIGHT OFFSET: 5
08:51:58.601 -> Front: 2001   |   RIGHT OFFSET: 5
08:51:58.861 -> Front: 2105   |   RIGHT OFFSET: 5
08:51:59.169 -> Front: 2218   |   RIGHT OFFSET: 5
08:51:59.437 -> Front: 2423   |   RIGHT OFFSET: 4
08:51:59.724 -> Front: 2595   |   RIGHT OFFSET: 3
08:51:59.999 -> Front: 2729   |   RIGHT OFFSET: 2
08:52:00.259 -> Front: 2878   |   RIGHT OFFSET: 0
08:52:00.548 -> Front: 3028   |   RIGHT OFFSET: -2
08:52:00.844 -> Front: 3184   |   RIGHT OFFSET: -6
08:52:01.118 -> Front: 3321   |   RIGHT OFFSET: -10
08:52:01.394 -> Front: 3371   |   RIGHT OFFSET: -14
08:52:01.667 -> Front: 3301   |   RIGHT OFFSET: -14
08:52:01.948 -> Front: 3150   |   RIGHT OFFSET: -14
08:52:02.229 -> Front: 2920   |   RIGHT OFFSET: -14
08:52:02.525 -> Front: 2723   |   RIGHT OFFSET: -10
08:52:02.824 -> Front: 2622   |   RIGHT OFFSET: -9
08:52:03.094 -> Front: 2604   |   RIGHT OFFSET: -8
08:52:03.372 -> Front: 2547   |   RIGHT OFFSET: -7
08:52:03.669 -> Front: 2468   |   RIGHT OFFSET: -6
08:52:03.925 -> Front: 2387   |   RIGHT OFFSET: -5
08:52:04.203 -> Front: 2237   |   RIGHT OFFSET: -3
08:52:04.495 -> Front: 2055   |   RIGHT OFFSET: -1
08:52:04.774 -> Front: 1906   |   RIGHT OFFSET: 1
08:52:05.055 -> Front: 1868   |   RIGHT OFFSET: 5
08:52:05.324 -> Front: 1910   |   RIGHT OFFSET: 5
08:52:05.600 -> Front: 2041   |   RIGHT OFFSET: 5
08:52:05.889 -> Front: 2176   |   RIGHT OFFSET: 5
08:52:06.164 -> Front: 2362   |   RIGHT OFFSET: 4
08:52:06.457 -> Front: 2430   |   RIGHT OFFSET: 3
08:52:06.730 -> Front: 2619   |   RIGHT OFFSET: 2
08:52:07.000 -> Front: 2794   |   RIGHT OFFSET: -30
08:52:07.287 -> Front: 2946   |   RIGHT OFFSET: -9
08:52:07.564 -> Front: 2867   |   RIGHT OFFSET: -9
08:52:07.862 -> Front: 2655   |   RIGHT OFFSET: -30
08:52:08.150 -> Front: 2445   |   RIGHT OFFSET: -10
08:52:08.416 -> Front: 2248   |   RIGHT OFFSET: -8
08:52:08.684 -> Front: 1939   |   RIGHT OFFSET: -6
08:52:08.975 -> Front: 1682   |   RIGHT OFFSET: -2
08:52:09.262 -> Front: 1655   |   RIGHT OFFSET: 2
08:52:09.545 -> Front: 1694   |   RIGHT OFFSET: 2
08:52:09.823 -> Front: 1758   |   RIGHT OFFSET: 2
08:52:10.106 -> Front: 1770   |   RIGHT OFFSET: 2
08:52:10.387 -> Front: 1821   |   RIGHT OFFSET: 2
08:52:10.655 -> Front: 1846   |   RIGHT OFFSET: 2
08:52:10.936 -> Front: 1858   |   RIGHT OFFSET: 2
08:52:11.225 -> Front: 1835   |   RIGHT OFFSET: 6
08:52:11.516 -> Front: 2671   |   RIGHT OFFSET: 3
08:52:11.807 -> Front: 1840   |   RIGHT OFFSET: -2
08:52:12.072 -> Front: 1924   |   RIGHT OFFSET: -2
08:52:12.370 -> Front: 1890   |   RIGHT OFFSET: 2
08:52:12.635 -> Front: 1936   |   RIGHT OFFSET: 2
08:52:12.914 -> Front: 2055   |   RIGHT OFFSET: 2
08:52:13.189 -> Front: 2225   |   RIGHT OFFSET: 2
08:52:13.468 -> Front: 2302   |   RIGHT OFFSET: 1
08:52:13.765 -> Front: 2431   |   RIGHT OFFSET: 0
08:52:14.026 -> Front: 2561   |   RIGHT OFFSET: -1
08:52:14.308 -> Front: 2669   |   RIGHT OFFSET: -2
08:52:14.567 -> Front: 2709   |   RIGHT OFFSET: -3
08:52:14.874 -> Front: 2830   |   RIGHT OFFSET: -30
08:52:15.158 -> Front: 2829   |   RIGHT OFFSET: -9
08:52:15.446 -> Front: 2739   |   RIGHT OFFSET: -30
08:52:15.685 -> Front: 2606   |   RIGHT OFFSET: -10
08:52:16.000 -> Front: 2224   |   RIGHT OFFSET: 7
08:52:16.275 -> Front: 1932   |   RIGHT OFFSET: 9
08:52:16.542 -> Front: 1890   |   RIGHT OFFSET: 13
08:52:16.806 -> Front: 1929   |   RIGHT OFFSET: 13
08:52:17.110 -> Front: 3349   |   RIGHT OFFSET: -9
08:52:17.343 -> Front: 2341   |   RIGHT OFFSET: -6
08:52:17.656 -> Front: 2458   |   RIGHT OFFSET: -7
08:52:17.945 -> Front: 2492   |   RIGHT OFFSET: -8
08:52:18.208 -> Front: 2554   |   RIGHT OFFSET: -9
08:52:18.483 -> Front: 3273   |   RIGHT OFFSET: -13
08:52:18.743 -> Front: 2367   |   RIGHT OFFSET: -10
08:52:19.026 -> Front: 2406   |   RIGHT OFFSET: -10
08:52:19.296 -> Front: 2268   |   RIGHT OFFSET: -9
08:52:19.586 -> Front: 2169   |   RIGHT OFFSET: -7
08:52:19.882 -> Front: 1981   |   RIGHT OFFSET: -5
08:52:20.154 -> Front: 1855   |   RIGHT OFFSET: -1
08:52:20.453 -> Front: 1790   |   RIGHT OFFSET: 3
08:52:20.699 -> Front: 1839   |   RIGHT OFFSET: 3
08:52:21.017 -> Front: 1886   |   RIGHT OFFSET: 3
08:52:21.277 -> Front: 1792   |   RIGHT OFFSET: 7
08:52:21.558 -> Front: 1557   |   RIGHT OFFSET: 11
08:52:21.853 -> Front: 1729   |   RIGHT OFFSET: 11
08:52:22.109 -> Front: 1964   |   RIGHT OFFSET: 11
08:52:22.380 -> Front: 2272   |   RIGHT OFFSET: 8
08:52:22.675 -> Front: 2534   |   RIGHT OFFSET: 5
08:52:22.970 -> Front: 2854   |   RIGHT OFFSET: 3
08:52:23.239 -> Front: 3169   |   RIGHT OFFSET: -1
08:52:23.528 -> Front: 3493   |   RIGHT OFFSET: -5
08:52:23.824 -> Front: 3785   |   RIGHT OFFSET: -30
08:52:24.101 -> Front: 4033   |   RIGHT OFFSET: -30
08:52:24.362 -> Front: 4080   |   RIGHT OFFSET: -30
08:52:24.632 -> Front: 3858   |   RIGHT OFFSET: -30
08:52:24.945 -> Front: 3617   |   RIGHT OFFSET: -9
08:52:25.206 -> Front: 3373   |   RIGHT OFFSET: -9
08:52:25.491 -> Front: 3106   |   RIGHT OFFSET: 2
08:52:25.774 -> Front: 2845   |   RIGHT OFFSET: 0
08:52:26.051 -> Front: 2817   |   RIGHT OFFSET: 0
08:52:26.330 -> Front: 2831   |   RIGHT OFFSET: -2
08:52:26.616 -> Front: 2879   |   RIGHT OFFSET: -4
08:52:26.876 -> Front: 3006   |   RIGHT OFFSET: -6
08:52:27.166 -> Front: 3075   |   RIGHT OFFSET: -8
08:52:27.420 -> Front: 3038   |   RIGHT OFFSET: -8
08:52:27.710 -> Front: 2937   |   RIGHT OFFSET: -8
08:52:28.009 -> Front: 2763   |   RIGHT OFFSET: -8
08:52:28.258 -> Front: 2603   |   RIGHT OFFSET: -30
08:52:28.559 -> Front: 2478   |   RIGHT OFFSET: -10
08:52:28.819 -> Front: 2217   |   RIGHT OFFSET: -8
08:52:29.084 -> Front: 2093   |   RIGHT OFFSET: -6
08:52:29.354 -> Front: 2090   |   RIGHT OFFSET: -4
08:52:29.633 -> Front: 2164   |   RIGHT OFFSET: -4
08:52:29.927 -> Front: 2161   |   RIGHT OFFSET: -2
08:52:30.178 -> Front: 2101   |   RIGHT OFFSET: 0
08:52:30.448 -> Front: 2063   |   RIGHT OFFSET: 2
08:52:30.743 -> Front: 1944   |   RIGHT OFFSET: 4
08:52:31.023 -> Front: 1879   |   RIGHT OFFSET: 8
08:52:31.322 -> Front: 2044   |   RIGHT OFFSET: 8
08:52:31.583 -> Front: 1820   |   RIGHT OFFSET: 12
08:52:31.877 -> Front: 1996   |   RIGHT OFFSET: 12
08:52:32.161 -> Front: 1747   |   RIGHT OFFSET: 16
08:52:32.444 -> Front: 2525   |   RIGHT OFFSET: 10
08:52:32.716 -> Front: 2255   |   RIGHT OFFSET: 10
08:52:32.980 -> Front: 3154   |   RIGHT OFFSET: -7
08:52:33.268 -> Front: 3426   |   RIGHT OFFSET: -11
08:52:33.530 -> Front: 3658   |   RIGHT OFFSET: -15
08:52:33.832 -> Front: 3677   |   RIGHT OFFSET: -19
08:52:34.112 -> Front: 3652   |   RIGHT OFFSET: -19
08:52:34.416 -> Front: 3434   |   RIGHT OFFSET: -19
08:52:34.663 -> Front: 3278   |   RIGHT OFFSET: -19
08:52:34.944 -> Front: 3126   |   RIGHT OFFSET: -19
08:52:35.227 -> Front: 2853   |   RIGHT OFFSET: 5
08:52:35.523 -> Front: 2530   |   RIGHT OFFSET: 8
08:52:35.792 -> Front: 2480   |   RIGHT OFFSET: 9
08:52:36.107 -> Front: 2540   |   RIGHT OFFSET: 8
08:52:36.366 -> Front: 2659   |   RIGHT OFFSET: 7
08:52:36.657 -> Front: 2882   |   RIGHT OFFSET: -30
08:52:36.920 -> Front: 3194   |   RIGHT OFFSET: -30
08:52:37.211 -> Front: 3291   |   RIGHT OFFSET: -9
08:52:37.497 -> Front: 3244   |   RIGHT OFFSET: -9
08:52:37.777 -> Front: 3147   |   RIGHT OFFSET: -9
08:52:38.049 -> Front: 3053   |   RIGHT OFFSET: -9
08:52:38.328 -> Front: 2992   |   RIGHT OFFSET: -9
08:52:38.593 -> Front: 2835   |   RIGHT OFFSET: -9
08:52:38.887 -> Front: 2629   |   RIGHT OFFSET: -8
08:52:39.170 -> Front: 2486   |   RIGHT OFFSET: -7
08:52:39.450 -> Front: 2388   |   RIGHT OFFSET: -6
08:52:39.734 -> Front: 2233   |   RIGHT OFFSET: -4
08:52:39.997 -> Front: 2002   |   RIGHT OFFSET: -2
08:52:48.898 -> Module failed to respond. Please check wiring.
